miRNA,Target gene
hsa-miR-30a-5p,GNA13
hsa-miR-30a-5p,YRDC
hsa-miR-30a-5p,SERPINB5
hsa-miR-30a-5p,NCL
hsa-miR-30a-5p,KRT77
hsa-miR-30a-5p,THEM4
hsa-miR-30a-5p,REEP5
hsa-miR-30a-5p,YWHAE
hsa-miR-30a-5p,SLC7A11
hsa-miR-30a-5p,MAN2B1
hsa-miR-30a-5p,ATP6V1C1
hsa-miR-30a-5p,NUFIP2
hsa-miR-30a-5p,CHD1
hsa-miR-30a-5p,MLH1
hsa-miR-30a-5p,RND3
hsa-miR-30a-5p,ARPC5
hsa-miR-30a-5p,DSG2
hsa-miR-30a-5p,GALNT7
hsa-miR-30a-5p,URM1
hsa-miR-30a-5p,EXOSC10
hsa-miR-30a-5p,UBE2H
hsa-miR-30a-5p,ERLIN1
hsa-miR-30a-5p,NAPG
hsa-miR-30a-5p,CAT
hsa-miR-30a-5p,DDX50
hsa-miR-30a-5p,NDFIP1
hsa-miR-30a-5p,CNDP2
hsa-miR-30a-5p,TGFBI
hsa-miR-30a-5p,SUCLA2
hsa-miR-30a-5p,OGDH
hsa-miR-30a-5p,ACSL4
hsa-miR-30a-5p,AK2
hsa-miR-30a-5p,MAT2A
hsa-miR-30a-5p,TOM1
hsa-miR-30a-5p,CDCP1
hsa-miR-30a-5p,C6orf153
hsa-miR-30a-5p,USE1
hsa-miR-30a-5p,MRPS5
hsa-miR-30a-5p,PCNT
hsa-miR-30a-5p,SEC11A
hsa-miR-30a-5p,MYO10
hsa-miR-30a-5p,CPSF3
hsa-miR-30a-5p,NDUFV3
hsa-miR-30a-5p,HNRPA1L3
hsa-miR-30a-5p,TIAL1
hsa-miR-30a-5p,MLLT11
hsa-miR-30a-5p,SMN2
hsa-miR-30a-5p,beclin1
hsa-miR-30a-5p,BDNF
hsa-miR-30a-5p,BECN1
hsa-miR-30a-5p,TNRC6A
hsa-miR-30a-5p,NOTCH1
hsa-miR-30a-5p,SMAD1
hsa-miR-30a-5p,DTL
hsa-miR-30a-5p,SNAI1
hsa-miR-30a-5p,PIK3CD
hsa-miR-30a-5p,PRDM1
hsa-miR-30a-5p,7-Sep
hsa-miR-30a-5p,AVEN
hsa-miR-30a-5p,FOXD1
hsa-miR-30a-5p,TUBB4B
hsa-miR-30a-5p,NEUROD1
hsa-miR-30a-5p,ABL1
hsa-miR-30a-5p,CDH1
hsa-miR-30a-5p,ERG
hsa-miR-30a-5p,ESR2
hsa-miR-30a-5p,BCL11A
hsa-miR-30a-5p,BCL9
hsa-miR-30a-5p,HSPA5
hsa-miR-30a-5p,EYA2
hsa-miR-30a-5p,SOX4
hsa-miR-30a-5p,CD99
hsa-miR-30a-5p,TP53
hsa-miR-30b,AP2A1
hsa-miR-30b,M6PRBP1
hsa-miR-30b,PHF13
hsa-miR-30b,OTUD4
hsa-miR-30b,B3GNT5
hsa-miR-30b,PIP5K2A
hsa-miR-30b,ARID3A
hsa-miR-30b,PDCD10
hsa-miR-30b,GNA13
hsa-miR-30b,SH2B3
hsa-miR-30b,PGM3
hsa-miR-30b,TNRC6C
hsa-miR-30b,WDR40A
hsa-miR-30b,ZBTB38
hsa-miR-30b,GFPT2
hsa-miR-30b,KLF10
hsa-miR-30b,CHD1
hsa-miR-30b,GLCE
hsa-miR-30b,SYPL1
hsa-miR-30b,PNN
hsa-miR-30b,MYO1E
hsa-miR-30b,YOD1
hsa-miR-30b,MIER3
hsa-miR-30b,SRPR
hsa-miR-30b,FRZB
hsa-miR-30b,NACC2
hsa-miR-30b,GNPDA1
hsa-miR-30b,NCOA6
hsa-miR-30b,HIC2
hsa-miR-30b,ATG12
hsa-miR-30b,TRERF1
hsa-miR-30b,BDP1
hsa-miR-30b,TAOK1
hsa-miR-30b,EML4
hsa-miR-30b,FBXO3
hsa-miR-30b,CLDN12
hsa-miR-30b,ZDHHC17
hsa-miR-30b,RGMB
hsa-miR-30b,PLDN
hsa-miR-30b,ZNF567
hsa-miR-30b,AZIN1
hsa-miR-30b,C12orf30
hsa-miR-30b,USP53
hsa-miR-30b,KBTBD6
hsa-miR-30b,ZNF770
hsa-miR-30b,KLHL28
hsa-miR-30b,DDAH1
hsa-miR-30b,COPS7B
hsa-miR-30b,RFX7
hsa-miR-30b,RRAGD
hsa-miR-30b,WDR89
hsa-miR-30b,CDCA7
hsa-miR-30b,SNTB2
hsa-miR-30b,SOX4
hsa-miR-30b,C14orf138
hsa-miR-30b,FAM8A1
hsa-miR-30b,ZNF543
hsa-miR-30b,ZFYVE20
hsa-miR-30b,CD2AP
hsa-miR-30b,CCNE2
hsa-miR-30b,SMAD1
hsa-miR-30b,BCL6
hsa-miR-30b,SOCS1
hsa-miR-30b,SNAI1
hsa-miR-30b,CAT
hsa-miR-30b,ERG
hsa-miR-30b,DNMT1
hsa-miR-30b,BECN1
hsa-miR-30b,SERPINE1
hsa-miR-30b,DLL4
hsa-miR-30b,SIX1
hsa-miR-30b,BCL9
hsa-miR-30b,RUNX2
hsa-miR-30b,BCL2
hsa-miR-30b,PDGFRB
hsa-miR-30b,NOTCH1
hsa-miR-30b,TP53
hsa-miR-30c,SERPINE1
hsa-miR-30c,SMAD1
hsa-miR-30c,SNAI1
hsa-miR-30c,HSPA4
hsa-miR-30c,TGIF2
hsa-miR-30c,HDAC4
hsa-miR-30c,VIM
hsa-miR-30c,TWF1
hsa-miR-30c,MTA1
hsa-miR-30c,IL11
hsa-miR-30c,DDIT4
hsa-miR-30c,DLL4
hsa-miR-30c,BCL9
hsa-miR-30c,IDH1
hsa-miR-30c,RARB
hsa-miR-30c,NCOR2
hsa-miR-30c,RFX6
hsa-miR-30c,CCND2
hsa-miR-30c,RUNX2
hsa-miR-30c,SNAI2
hsa-miR-30c,NOTCH1
hsa-miR-30c,CASP3
hsa-miR-30c,MTTP
hsa-miR-30c,TP53
hsa-miR-30c-2*,BCL9
hsa-miR-30d,RUNX2
hsa-miR-30d,TP53
hsa-miR-30d,CASP3
hsa-miR-30d,SMAD1
hsa-miR-30d,SNAI1
hsa-miR-30d,EZH2
hsa-miR-30d,GPR78
hsa-miR-30d,SOCS1
hsa-miR-30d,BCL9
hsa-miR-30d,KPNB1
hsa-miR-30d,ATG2B
hsa-miR-30d,ATG5
hsa-miR-30d,ATG12
hsa-miR-30d,BNIP3L
hsa-miR-30d,BECN1
hsa-miR-30d,NOTCH1
hsa-miR-30e-3p,NFKBIA
hsa-miR-30e-5p,UBE2I
hsa-miR-30e-5p,MYBL2
hsa-miR-30e-5p,SNAI1
hsa-miR-30e-5p,BMI1
hsa-miR-30e-5p,MTTP
hsa-miR-30e-5p,NOTCH1
hsa-miR-30e-5p,TP53
hsa-miR-31,SELE
hsa-miR-31,CASR
hsa-miR-31,YY1
hsa-miR-31,RET
hsa-miR-31,NUMB
hsa-miR-31,NFAT5
hsa-miR-31,KLF13
hsa-miR-31,JAZF1
hsa-miR-31,HOXC13
hsa-miR-31,ETS1
hsa-miR-31,CXCL12
hsa-miR-31,ARPC5
hsa-miR-31,DMD
hsa-miR-31,TIAM1
hsa-miR-31,ICAM1
hsa-miR-31,DKK1
hsa-miR-31,DACT3
hsa-miR-31,WASF3
hsa-miR-31,HIF1AN
hsa-miR-31,SATB2
hsa-miR-31,PRKCE
hsa-miR-31,RASA1
hsa-miR-31,STK40
hsa-miR-31,MCM2
hsa-miR-31,CDK1
hsa-miR-31,CREG1
hsa-miR-31,MLH1
hsa-miR-31,MET
hsa-miR-31,SRC
hsa-miR-31,MAP4K4
hsa-miR-31,RAB27A
hsa-miR-31,TBXA2R
hsa-miR-31,C11orf30
hsa-miR-31,ARID1A
hsa-miR-31,ABCB9
hsa-miR-31,RHOBTB1
hsa-miR-31,SP7
hsa-miR-32,MTF1
hsa-miR-32,CCNE2
hsa-miR-32,TRIM36
hsa-miR-32,ZSCAN12
hsa-miR-32,GATAD2B
hsa-miR-32,TEX2
hsa-miR-32,E2F3
hsa-miR-32,ARRDC4
hsa-miR-32,NR3C1
hsa-miR-32,APPL
hsa-miR-32,PTGES2
hsa-miR-32,PCTP
hsa-miR-32,VPS4B
hsa-miR-32,MIER3
hsa-miR-32,AGTPBP1
hsa-miR-32,DNAJB9
hsa-miR-32,YWHAH
hsa-miR-32,LIN54
hsa-miR-32,ITM2B
hsa-miR-32,EDEM1
hsa-miR-32,ZHX1
hsa-miR-32,GOLGA8B
hsa-miR-32,CPEB4
hsa-miR-32,SETD7
hsa-miR-32,FBXO28
hsa-miR-32,BTBD12
hsa-miR-32,BCL11B
hsa-miR-32,SSFA2
hsa-miR-32,TMEM188
hsa-miR-32,ATXN1
hsa-miR-32,LENG3
hsa-miR-32,UBE2Q2
hsa-miR-32,SYNJ1
hsa-miR-32,HMGCR
hsa-miR-32,SLC37A3
hsa-miR-32,ZNF594
hsa-miR-32,MIS12
hsa-miR-32,ITGAV
hsa-miR-32,DOCK9
hsa-miR-32,TXLNA
hsa-miR-32,HBS1L
hsa-miR-32,USP21
hsa-miR-32,POLS
hsa-miR-32,INSIG1
hsa-miR-32,CREB5
hsa-miR-32,MORC3
hsa-miR-32,C14orf138
hsa-miR-32,PIP5K1C
hsa-miR-32,MRPL17
hsa-miR-32,KLHDC5
hsa-miR-32,HIVEP1
hsa-miR-32,MYO5A
hsa-miR-32,TMF1
hsa-miR-32,SLC7A11
hsa-miR-32,STYX
hsa-miR-32,DST
hsa-miR-32,PHLPPL
hsa-miR-32,AC079061.8
hsa-miR-32,CCDC113
hsa-miR-32,RHPN2
hsa-miR-32,MYCBP
hsa-miR-32,PRPF40A
hsa-miR-32,RPE65
hsa-miR-32,SPRYD4
hsa-miR-32,UBE2W
hsa-miR-32,PUS7
hsa-miR-32,RNF141
hsa-miR-32,NEO1
hsa-miR-32,GFPT2
hsa-miR-32,SAMD8
hsa-miR-32,ABCF2
hsa-miR-32,MFF
hsa-miR-32,BCAT2
hsa-miR-32,NUP43
hsa-miR-32,DIP
hsa-miR-32,PPCS
hsa-miR-32,NUS1
hsa-miR-32,HAT1
hsa-miR-32,MED19
hsa-miR-32,GOLGA8A
hsa-miR-32,FAM105B
hsa-miR-32,PAXIP1
hsa-miR-32,LIN7C
hsa-miR-32,SLC39A6
hsa-miR-32,FAM126B
hsa-miR-32,ITPR1
hsa-miR-32,ERGIC2
hsa-miR-32,GPBP1L1
hsa-miR-32,CRKL
hsa-miR-32,PLEKHA1
hsa-miR-32,SUV420H1
hsa-miR-32,BICD2
hsa-miR-32,SPATA2
hsa-miR-32,TULP4
hsa-miR-32,OSBPL8
hsa-miR-32,H3F3B
hsa-miR-32,NUFIP2
hsa-miR-32,CDC27
hsa-miR-32,SLC25A32
hsa-miR-32,BCL11A
hsa-miR-32,NHSL1
hsa-miR-32,TRIO
hsa-miR-32,ANO8
hsa-miR-32,MCOLN2
hsa-miR-32,ZFC3H1
hsa-miR-32,ZNF398
hsa-miR-32,BTBD2
hsa-miR-32,UBE2Z
hsa-miR-32,SHCBP1
hsa-miR-32,DNAJB12
hsa-miR-32,FGF2
hsa-miR-32,MPP7
hsa-miR-32,ASAP1
hsa-miR-32,FOXN2
hsa-miR-32,MFHAS1
hsa-miR-32,ZDHHC5
hsa-miR-32,BCAT1
hsa-miR-32,SIK1
hsa-miR-32,CCT6A
hsa-miR-32,USP45
hsa-miR-32,RSG17
hsa-miR-32,KIAA1370
hsa-miR-32,SBNO2
hsa-miR-32,DSC3
hsa-miR-32,LHFPL2
hsa-miR-32,ZXDA
hsa-miR-32,NEFL
hsa-miR-32,UGP2
hsa-miR-32,GOLGA3
hsa-miR-32,ARGLU1
hsa-miR-32,RBM9
hsa-miR-32,EXOC5
hsa-miR-32,C16orf63
hsa-miR-32,ITGA6
hsa-miR-32,ERBB2IP
hsa-miR-32,UVRAG
hsa-miR-32,TNRC6B
hsa-miR-32,PFV-1
hsa-miR-32,BCL2L11
hsa-miR-32,KAT2B
hsa-miR-32,PRMT5
hsa-miR-32,TSC1
hsa-miR-32,MDM2
hsa-miR-32,SLC45A3
hsa-miR-32,TRAF3
hsa-miR-32,PTEN
hsa-miR-32,REV3L
hsa-miR-320a,TFRC
hsa-miR-320a,TAC1
hsa-miR-320a,POLR3D
hsa-miR-320a,MCL1
hsa-miR-320a,HSPB6
hsa-miR-320a,AQP1
hsa-miR-320a,AQP4
hsa-miR-320a,NPR1
hsa-miR-320a,MAPK1
hsa-miR-320a,ITGB3
hsa-miR-320a,GNAI1
hsa-miR-320a,RAC1
hsa-miR-320a,NFATC3
hsa-miR-320a,TRPC5
hsa-miR-320a,BMI1
hsa-miR-320a,PTEN
hsa-miR-320a,IGF1R
hsa-miR-320a,BANP
hsa-miR-320a,ARF1
hsa-miR-320a,NRP1
hsa-miR-320c,SMARCC1
hsa-miR-320c,GNAI1
hsa-miR-324-3p,WNT9B
hsa-miR-324-3p,CREBBP
hsa-miR-324-3p,DVL2
hsa-miR-324-3p,WNT2B
hsa-miR-324-5p,GLI1
hsa-miR-324-5p,SMO
hsa-miR-326,MRP-1
hsa-miR-326,NOTCH1
hsa-miR-326,NOTCH2
hsa-miR-326,SMO
hsa-miR-326,GLI1
hsa-miR-326,MSH3
hsa-miR-326,PKM
hsa-miR-326,CD9
hsa-miR-326,NOB1
hsa-miR-326,CD274
hsa-miR-328,ABCG2
hsa-miR-328,CD44
hsa-miR-328,H2AX
hsa-miR-330-3p,VEGFA
hsa-miR-330-3p,E2F1
hsa-miR-330-3p,NTRK3
hsa-miR-330-3p,CDC42
hsa-miR-330-3p,CD44
hsa-miR-330-3p,SH3GL2
hsa-miR-330-3p,SP1
hsa-miR-331-3p,DCLRE1B
hsa-miR-331-3p,ZC3H4
hsa-miR-331-3p,ZNF721
hsa-miR-331-3p,ABI2
hsa-miR-331-3p,WDR60
hsa-miR-331-3p,NRP2
hsa-miR-331-3p,RNF7
hsa-miR-331-3p,HNRNPUL2
hsa-miR-331-3p,VMA21
hsa-miR-331-3p,TM9SF3
hsa-miR-331-3p,SCML2
hsa-miR-331-3p,PHLPP
hsa-miR-331-3p,C14orf138
hsa-miR-331-3p,MIER3
hsa-miR-331-3p,TNPO2
hsa-miR-331-3p,ARL8A
hsa-miR-331-3p,HOXC4
hsa-miR-331-3p,ERBB2
hsa-miR-331-3p,FHIT
hsa-miR-331-3p,E2F1
hsa-miR-331-3p,DOHH
hsa-miR-331-3p,PHLPP1
hsa-miR-331-3p,HOTAIR
hsa-miR-331-3p,CDCA5
hsa-miR-331-3p,KIF23
hsa-miR-335,BRCA1
hsa-miR-335,SP1
hsa-miR-335,IGF1R
hsa-miR-335,ID4
hsa-miR-335,c-MYC
hsa-miR-335,ERÎ±
hsa-miR-335,TNC
hsa-miR-335,UBE2F
hsa-miR-335,RB1
hsa-miR-335,RASA1
hsa-miR-335,ARPC5L
hsa-miR-335,RUNX2
hsa-miR-335,BCL2L2
hsa-miR-335,TFF2
hsa-miR-335,MAPK1
hsa-miR-335,LRG1
hsa-miR-335,BIRC5
hsa-miR-335,EPN2
hsa-miR-335,MYC
hsa-miR-335,POU5F1
hsa-miR-335,ROCK1
hsa-miR-335,ZEB2
hsa-miR-335,FMNL3
hsa-miR-335,FMN2
hsa-miR-335,DAAM2
hsa-miR-335,FOXA2
hsa-miR-335,SOX17
hsa-miR-338-3p,SMO
hsa-miR-338-3p,MMP2
hsa-miR-338-3p,MMP-9
hsa-miR-338-3p,ZBTB18
hsa-miR-338-3p,DAB2IP
hsa-miR-338-3p,MAP1A
hsa-miR-338-3p,NOVA1
hsa-miR-338-3p,UBE2Q1
hsa-miR-338-3p,PLA2G4B
hsa-miR-338-3p,CCND1
hsa-miR-338-3p,MMP9
hsa-miR-338-3p,PREX2
hsa-miR-338-3p,SSX2IP
hsa-miR-338-3p,NRP1
hsa-miR-338-3p,MACC1
hsa-miR-338-3p,ZEB2
hsa-miR-339-5p,PTP4A1
hsa-miR-339-5p,BCL6
hsa-miR-339-5p,BACE1
hsa-miR-33a,PCGF2
hsa-miR-33a,ERBB2IP
hsa-miR-33a,BTBD2
hsa-miR-33a,SHCBP1
hsa-miR-33a,EXOC4
hsa-miR-33a,ANKRD29
hsa-miR-33a,ICT1
hsa-miR-33a,RHBDD1
hsa-miR-33a,ZNF217
hsa-miR-33a,GLE1
hsa-miR-33a,PPP1R9A
hsa-miR-33a,RNF19A
hsa-miR-33a,NR2C2AP
hsa-miR-33a,BRWD1
hsa-miR-33a,MIER3
hsa-miR-33a,HIF1A
hsa-miR-33a,LIMA1
hsa-miR-33a,ZC3H12C
hsa-miR-33a,STYX
hsa-miR-33a,GLT8D3
hsa-miR-33a,CEBPG
hsa-miR-33a,KCNK1
hsa-miR-33a,PAPOLG
hsa-miR-33a,HOXA9
hsa-miR-33a,STRBP
hsa-miR-33a,BCL10
hsa-miR-33a,BSDC1
hsa-miR-33a,PIM3
hsa-miR-33a,CSNK1G3
hsa-miR-33a,CRY2
hsa-miR-33a,ERO1LB
hsa-miR-33a,BMI1
hsa-miR-33a,GTF2H3
hsa-miR-33a,LDHA
hsa-miR-33a,LRRC8A
hsa-miR-33a,YWHAH
hsa-miR-33a,DSC3
hsa-miR-33a,AKAP11
hsa-miR-33a,HOXA10
hsa-miR-33a,SH3PXD2A
hsa-miR-33a,RTN4
hsa-miR-33a,AC099524.5
hsa-miR-33a,TSG101
hsa-miR-33a,VTI1B
hsa-miR-33a,HMGB2
hsa-miR-33a,SERTAD2
hsa-miR-33a,SLC39A14
hsa-miR-33a,NUFIP2
hsa-miR-33a,MLX
hsa-miR-33a,DCBLD2
hsa-miR-33a,FBXO30
hsa-miR-33a,GPR137C
hsa-miR-33a,RAB5A
hsa-miR-33a,C19orf43
hsa-miR-33a,TMEM65
hsa-miR-33a,SAMD8
hsa-miR-33a,TIA1
hsa-miR-33a,MAPK8
hsa-miR-33a,KLF9
hsa-miR-33a,TRIM23
hsa-miR-33a,IER5
hsa-miR-33a,RAP2C
hsa-miR-33a,TGOLN2
hsa-miR-33a,SGMS1
hsa-miR-33a,NCOA6
hsa-miR-33a,FOXP1
hsa-miR-33a,ZFYVE20
hsa-miR-33a,Pim-1
hsa-miR-33a,NPC1
hsa-miR-33a,ABCB11
hsa-miR-33a,CROT
hsa-miR-33a,IRS2
hsa-miR-33a,NFYC
hsa-miR-33a,SRC
hsa-miR-33a,NCOA3
hsa-miR-33a,PIM1
hsa-miR-33a,PTHLH
hsa-miR-33a,MYC
hsa-miR-33a,FOSL1
hsa-miR-33a,SREBF1
hsa-miR-33a,TWIST1
hsa-miR-33a,PPARA
hsa-miR-33a,SP1
hsa-miR-33a,HMGA2
hsa-miR-33b,BCL2
hsa-miR-33b,PIM1
hsa-miR-33b,PCK1
hsa-miR-33b,G6PC
hsa-miR-33b,SRC
hsa-miR-33b,RORA
hsa-miR-33b,CREB1
hsa-miR-340,ZNF776
hsa-miR-340,SHCBP1
hsa-miR-340,SLC16A14
hsa-miR-340,SPIN4
hsa-miR-340,RFWD3
hsa-miR-340,BTBD12
hsa-miR-340,KDELC2
hsa-miR-340,C1orf43
hsa-miR-340,PELI1
hsa-miR-340,SIVA1
hsa-miR-340,ANKRD40
hsa-miR-340,GALNT3
hsa-miR-340,CNPY2
hsa-miR-340,CYP1B1
hsa-miR-340,DDX5
hsa-miR-340,TMEM138
hsa-miR-340,KCTD20
hsa-miR-340,FBXL3
hsa-miR-340,RBM8A
hsa-miR-340,DCTN5
hsa-miR-340,ITPR1
hsa-miR-340,ZCCHC2
hsa-miR-340,KCNK1
hsa-miR-340,LYSMD3
hsa-miR-340,EFHD2
hsa-miR-340,ECH1
hsa-miR-340,NEK7
hsa-miR-340,PTPDC1
hsa-miR-340,C1orf144
hsa-miR-340,CTTN
hsa-miR-340,GPX8
hsa-miR-340,ARHGAP12
hsa-miR-340,LYN
hsa-miR-340,KIAA1586
hsa-miR-340,PLAG1
hsa-miR-340,ZNF35
hsa-miR-340,FBXO21
hsa-miR-340,TLX1
hsa-miR-340,C9orf5
hsa-miR-340,TUBB3
hsa-miR-340,GK5
hsa-miR-340,TES
hsa-miR-340,MYLIP
hsa-miR-340,KIF11
hsa-miR-340,CRY2
hsa-miR-340,LRPPRC
hsa-miR-340,MESDC1
hsa-miR-340,ATBF1
hsa-miR-340,RAB5B
hsa-miR-340,SMC3
hsa-miR-340,SAMD12
hsa-miR-340,PPP1R14C
hsa-miR-340,HOXA10
hsa-miR-340,TMEM20
hsa-miR-340,CREBZF
hsa-miR-340,MPHOSPH9
hsa-miR-340,CAPRIN2
hsa-miR-340,PIM3
hsa-miR-340,CDC23
hsa-miR-340,BCL11A
hsa-miR-340,YIPF2
hsa-miR-340,PDE4D
hsa-miR-340,TNFRSF10B
hsa-miR-340,ID4
hsa-miR-340,MINPP1
hsa-miR-340,MYST4
hsa-miR-340,BIVM
hsa-miR-340,SLC39A7
hsa-miR-340,ZNF83
hsa-miR-340,BBS10
hsa-miR-340,ATXN1
hsa-miR-340,CD46
hsa-miR-340,ZNF588
hsa-miR-340,C20orf11
hsa-miR-340,LIMS1
hsa-miR-340,SKI
hsa-miR-340,CHMP4B
hsa-miR-340,AMOT
hsa-miR-340,OTUD1
hsa-miR-340,ATP1A1
hsa-miR-340,SERTAD2
hsa-miR-340,KLHDC5
hsa-miR-340,ZIC5
hsa-miR-340,BTG3
hsa-miR-340,AYTL2
hsa-miR-340,C10orf119
hsa-miR-340,KLF10
hsa-miR-340,ELAVL1
hsa-miR-340,NET1
hsa-miR-340,RIT1
hsa-miR-340,ZFYVE26
hsa-miR-340,UBE2Z
hsa-miR-340,HECTD2
hsa-miR-340,SCML2
hsa-miR-340,HOXA9
hsa-miR-340,LBR
hsa-miR-340,C1orf198
hsa-miR-340,SLC7A11
hsa-miR-340,SOX4
hsa-miR-340,ANKRD9
hsa-miR-340,BCL10
hsa-miR-340,REV3L
hsa-miR-340,LMNA
hsa-miR-340,ACIN1
hsa-miR-340,DEPDC1
hsa-miR-340,LEPROT
hsa-miR-340,NKRF
hsa-miR-340,ANKRD57
hsa-miR-340,CXorf15
hsa-miR-340,QSOX2
hsa-miR-340,ANKRD29
hsa-miR-340,AC073346.12
hsa-miR-340,BCL2L11
hsa-miR-340,BTBD10
hsa-miR-340,RNF11
hsa-miR-340,NRAS
hsa-miR-340,SYPL1
hsa-miR-340,ACSL3
hsa-miR-340,HOXA5
hsa-miR-340,APPL
hsa-miR-340,CCBL2
hsa-miR-340,HSDL1
hsa-miR-340,OSBPL1A
hsa-miR-340,ASF1A
hsa-miR-340,NUP50
hsa-miR-340,NUFIP2
hsa-miR-340,MET
hsa-miR-340,SOX2
hsa-miR-340,KRAS
hsa-miR-340,MECP2
hsa-miR-340,HNRNPA2B1
hsa-miR-340,PTBP1
hsa-miR-340,RHOA
hsa-miR-340,ROCK1
hsa-miR-342-3p,GEMIN4
hsa-miR-342-3p,BMP7
hsa-miR-342-3p,DNMT1
hsa-miR-342-3p,ID4
hsa-miR-342-3p,SREBF1
hsa-miR-342-3p,SREBF2
hsa-miR-345,CDKN1A
hsa-miR-345,ABCC1
hsa-miR-345,NTRK3
hsa-miR-346,TNF-Î±
hsa-miR-346,TTP
hsa-miR-346,IL18
hsa-miR-346,BTK
hsa-miR-346,LIF
hsa-miR-346,TAP1
hsa-miR-346,EFEMP2
hsa-miR-346,ZFP36
hsa-miR-346,GSK3B
hsa-miR-34a,UBQLN2
hsa-miR-34a,CDC23
hsa-miR-34a,SURF4
hsa-miR-34a,HIST1H2AK
hsa-miR-34a,MCM5
hsa-miR-34a,NDRG1
hsa-miR-34a,TMOD3
hsa-miR-34a,RPIA
hsa-miR-34a,CRYAA
hsa-miR-34a,CLTB
hsa-miR-34a,CORO1B
hsa-miR-34a,HIST2H2AA4
hsa-miR-34a,HIST1H3E
hsa-miR-34a,GAPVD1
hsa-miR-34a,RRBP1
hsa-miR-34a,ACSL4
hsa-miR-34a,SRRM2
hsa-miR-34a,ACSL1
hsa-miR-34a,HIST3H3
hsa-miR-34a,DDX24
hsa-miR-34a,DNAJB6
hsa-miR-34a,MCM4
hsa-miR-34a,HIST1H2AH
hsa-miR-34a,WASF2
hsa-miR-34a,HIST1H1C
hsa-miR-34a,KIAA0179
hsa-miR-34a,HIST1H4C
hsa-miR-34a,IRGQ
hsa-miR-34a,ARHGAP1
hsa-miR-34a,SAPS3
hsa-miR-34a,HIST1H4F
hsa-miR-34a,HIST1H3A
hsa-miR-34a,LDHA
hsa-miR-34a,MCM2
hsa-miR-34a,CAPN1
hsa-miR-34a,E2F1
hsa-miR-34a,DSP
hsa-miR-34a,ALDH9A1
hsa-miR-34a,AP2A2
hsa-miR-34a,HIST1H3H
hsa-miR-34a,DRG1
hsa-miR-34a,HIST1H3F
hsa-miR-34a,DHX38
hsa-miR-34a,HUWE1
hsa-miR-34a,CYB5B
hsa-miR-34a,CMPK1
hsa-miR-34a,MAP4
hsa-miR-34a,PROSC
hsa-miR-34a,CAPZB
hsa-miR-34a,MTA2
hsa-miR-34a,THOC2
hsa-miR-34a,HIST2H3C
hsa-miR-34a,SFN
hsa-miR-34a,HIST1H4K
hsa-miR-34a,HIST1H1D
hsa-miR-34a,SETD3
hsa-miR-34a,STRAP
hsa-miR-34a,KPNA1
hsa-miR-34a,AKR7L
hsa-miR-34a,TH1L
hsa-miR-34a,CDKN2AIP
hsa-miR-34a,MMS19
hsa-miR-34a,USP47
hsa-miR-34a,SLC2A3
hsa-miR-34a,CDKN2C
hsa-miR-34a,MCM7
hsa-miR-34a,IGF2BP3
hsa-miR-34a,PKP2
hsa-miR-34a,H3F3A
hsa-miR-34a,PWP2H
hsa-miR-34a,WBP11
hsa-miR-34a,HIST1H2AC
hsa-miR-34a,C10orf119
hsa-miR-34a,KIF2C
hsa-miR-34a,PYCR1
hsa-miR-34a,STAT1
hsa-miR-34a,GEMIN5
hsa-miR-34a,PLCG1
hsa-miR-34a,DDX10
hsa-miR-34a,HIST1H4J
hsa-miR-34a,RCN1
hsa-miR-34a,TGM2
hsa-miR-34a,HIST1H4A
hsa-miR-34a,FEN1
hsa-miR-34a,CAD
hsa-miR-34a,CFL1
hsa-miR-34a,HIST2H2AA3
hsa-miR-34a,NNT
hsa-miR-34a,TYMS
hsa-miR-34a,HIST1H3C
hsa-miR-34a,VPS45
hsa-miR-34a,HDAC1
hsa-miR-34a,RAE1
hsa-miR-34a,POP1
hsa-miR-34a,ME1
hsa-miR-34a,HIST1H2AB
hsa-miR-34a,ARF6
hsa-miR-34a,CAPRIN1
hsa-miR-34a,MCM3
hsa-miR-34a,C12orf5
hsa-miR-34a,FOXP1
hsa-miR-34a,CEBPB
hsa-miR-34a,CALD1
hsa-miR-34a,H2BFS
hsa-miR-34a,TFRC
hsa-miR-34a,DCTPP1
hsa-miR-34a,RBM26
hsa-miR-34a,HIST1H4L
hsa-miR-34a,ATXN2L
hsa-miR-34a,SUPT5H
hsa-miR-34a,CHERP
hsa-miR-34a,NUCKS1
hsa-miR-34a,MTAP
hsa-miR-34a,POLD1
hsa-miR-34a,UTP14A
hsa-miR-34a,CAPG
hsa-miR-34a,H3F3B
hsa-miR-34a,SMARCC1
hsa-miR-34a,MKI67
hsa-miR-34a,RRM2
hsa-miR-34a,BCLAF1
hsa-miR-34a,TSN
hsa-miR-34a,CDK4
hsa-miR-34a,HIST1H1B
hsa-miR-34a,SLC1A5
hsa-miR-34a,IMPDH1
hsa-miR-34a,HIST2H3A
hsa-miR-34a,TOMM40
hsa-miR-34a,HNRNPUL1
hsa-miR-34a,GTF3C1
hsa-miR-34a,ACSS1
hsa-miR-34a,POLR2A
hsa-miR-34a,HIST1H3J
hsa-miR-34a,OGFOD1
hsa-miR-34a,HIST2H4A
hsa-miR-34a,CTNNB1
hsa-miR-34a,KIF5B
hsa-miR-34a,TPD52
